artist,firstName,gender,itemSession,lastName,length,level,location,sessionId,song,userId
Say Anything,Jacob,M,13,Klein,208.77016,paid,"Tampa-St. Petersburg-Clearwater, FL",255,73
Yung Berg,Layla,F,30,Griffin,230.63465,paid,"Lake Havasu City-Kingman, AZ",23,24
Supertramp,Kate,F,25,Harrell,273.18812,paid,"Lansing-East Lansing, MI",147,97
Framing Hanley,Jacob,M,14,Klein,230.08608,paid,"Tampa-St. Petersburg-Clearwater, FL",255,73
BjÃÂ¶rk,Layla,F,31,Griffin,348.57751,paid,"Lake Havasu City-Kingman, AZ",23,24
Wilson Simonal,Kate,F,26,Harrell,146.75546,paid,"Lansing-East Lansing, MI",147,97
Pillar,Jacob,M,15,Klein,190.9024,paid,"Tampa-St. Petersburg-Clearwater, FL",255,73
Streetlight Manifesto,Kate,F,27,Harrell,313.18159,paid,"Lansing-East Lansing, MI",147,97
Kanye West / T-Pain,Jacob,M,16,Klein,207.04608,paid,"Tampa-St. Petersburg-Clearwater, FL",255,73
George Michael,Layla,F,32,Griffin,276.50567,paid,"Lake Havasu City-Kingman, AZ",23,24
Garbage,Jacob,M,17,Klein,258.7424,paid,"Tampa-St. Petersburg-Clearwater, FL",255,73
Tom Petty And The Heartbreakers,Kate,F,28,Harrell,180.94975,paid,"Lansing-East Lansing, MI",147,97
Max Richter,Layla,F,33,Griffin,193.38404,paid,"Lake Havasu City-Kingman, AZ",23,24
The Winans,Kate,F,29,Harrell,385.56689,paid,"Lansing-East Lansing, MI",147,97
Calle 13,Jacob,M,18,Klein,211.06893,paid,"Tampa-St. Petersburg-Clearwater, FL",255,73
The Decemberists,Molly,F,0,Taylor,421.85098,free,"St. Louis, MO-IL",171,35
Mae,Jacob,M,19,Klein,230.13832,paid,"Tampa-St. Petersburg-Clearwater, FL",255,73
Girl Talk,Kate,F,30,Harrell,173.24363,paid,"Lansing-East Lansing, MI",147,97
Helloween,Jacob,M,20,Klein,309.21098,paid,"Tampa-St. Petersburg-Clearwater, FL",255,73
ATB,Molly,F,5,Taylor,248.21506,free,"St. Louis, MO-IL",171,35
The Tangent,Kate,F,31,Harrell,270.31465,paid,"Lansing-East Lansing, MI",147,97
Turing Machine,Molly,F,6,Taylor,522.762,free,"St. Louis, MO-IL",171,35
Justin Timberlake,Jacob,M,21,Klein,294.86975,paid,"Tampa-St. Petersburg-Clearwater, FL",255,73
Panic At The Disco,Kate,F,32,Harrell,259.29098,paid,"Lansing-East Lansing, MI",147,97
Me First And The Gimme Gimmes,Jacob,M,22,Klein,145.78893,paid,"Tampa-St. Petersburg-Clearwater, FL",255,73
Will.I.Am,Kate,F,34,Harrell,236.93016,paid,"Lansing-East Lansing, MI",147,97
Usher,Jacob,M,23,Klein,224.10404,paid,"Tampa-St. Petersburg-Clearwater, FL",255,73
Alicia Keys,Molly,F,7,Taylor,229.0673,free,"St. Louis, MO-IL",171,35
The Red Jumpsuit Apparatus,Kate,F,35,Harrell,191.84281,paid,"Lansing-East Lansing, MI",147,97
John Mayer,Jacob,M,24,Klein,201.16853,paid,"Tampa-St. Petersburg-Clearwater, FL",255,73
Florence + The Machine,Kate,F,36,Harrell,131.3171,paid,"Lansing-East Lansing, MI",147,97
The Cute Lepers,Jacob,M,25,Klein,195.52608,paid,"Tampa-St. Petersburg-Clearwater, FL",255,73
Bruce Springsteen,Kate,F,37,Harrell,304.43057,paid,"Lansing-East Lansing, MI",147,97
Carla Bruni,Sienna,F,0,Colon,163.02975,free,"Las Cruces, NM",159,81
Nando Reis,Jacob,M,26,Klein,245.96853,paid,"Tampa-St. Petersburg-Clearwater, FL",255,73
Holly Brook,Kate,F,38,Harrell,250.80118,paid,"Lansing-East Lansing, MI",147,97
Sun Kil Moon,Jayden,M,1,Graves,196.62322,paid,"Marinette, WI-MI",231,25
Kid Cudi / Ratatat,Jacob,M,27,Klein,246.72608,paid,"Tampa-St. Petersburg-Clearwater, FL",255,73
Panic! At The Disco,Jayden,M,2,Graves,215.92771,paid,"Marinette, WI-MI",231,25
Eminem,Kate,F,39,Harrell,251.55873,paid,"Lansing-East Lansing, MI",147,97
Huey Lewis & The News,Jacob,M,28,Klein,286.4322,paid,"Tampa-St. Petersburg-Clearwater, FL",255,73
Deana Carter,Jayden,M,3,Graves,214.5171,paid,"Marinette, WI-MI",231,25
Righteous Brothers,Kate,F,40,Harrell,168.75057,paid,"Lansing-East Lansing, MI",147,97
12 Stones,Jayden,M,4,Graves,200.9073,paid,"Marinette, WI-MI",231,25
Randy Houser,Jacob,M,29,Klein,171.88526,paid,"Tampa-St. Petersburg-Clearwater, FL",255,73
The Smiths,Kate,F,41,Harrell,123.01016,paid,"Lansing-East Lansing, MI",147,97
Eagle-Eye Cherry,Kate,F,42,Harrell,242.78159,paid,"Lansing-East Lansing, MI",147,97
Bo Hansson,Jacob,M,30,Klein,240.63955,paid,"Tampa-St. Petersburg-Clearwater, FL",255,73
Edwyn Collins,Jayden,M,5,Graves,235.91138,paid,"Marinette, WI-MI",231,25
Jesper Kyd,Kate,F,43,Harrell,138.39628,paid,"Lansing-East Lansing, MI",147,97
Karen Clark Sheard,Jacob,M,31,Klein,220.81261,paid,"Tampa-St. Petersburg-Clearwater, FL",255,73
Edison Glass,Jayden,M,6,Graves,141.21751,paid,"Marinette, WI-MI",231,25
Coldplay,Kate,F,44,Harrell,244.68853,paid,"Lansing-East Lansing, MI",147,97
Mayday Parade,Jayden,M,7,Graves,241.10975,paid,"Marinette, WI-MI",231,25
Alejandro Sanz,Jacob,M,32,Klein,266.84036,paid,"Tampa-St. Petersburg-Clearwater, FL",255,73
LMFAO / Lil Jon,Kate,F,45,Harrell,222.17098,paid,"Lansing-East Lansing, MI",147,97
New Buffalo,Jayden,M,8,Graves,233.58649,paid,"Marinette, WI-MI",231,25
The New Pornographers,Jacob,M,35,Klein,272.71791,paid,"Tampa-St. Petersburg-Clearwater, FL",255,73
Stavento,Kate,F,46,Harrell,512.80934,paid,"Lansing-East Lansing, MI",147,97
XTC,Jayden,M,9,Graves,152.89424,paid,"Marinette, WI-MI",231,25
Usher,Jacob,M,36,Klein,224.10404,paid,"Tampa-St. Petersburg-Clearwater, FL",255,73
Sia,Jayden,M,10,Graves,253.6224,paid,"Marinette, WI-MI",231,25
Train,Carlos,M,0,Carter,216.76363,free,"Miami-Fort Lauderdale-West Palm Beach, FL",125,27
Kid Cudi / MGMT / Ratatat,Jacob,M,37,Klein,295.67955,paid,"Tampa-St. Petersburg-Clearwater, FL",255,73
Smokie Norful,Jayden,M,11,Graves,170.52689,paid,"Marinette, WI-MI",231,25
Radiohead,Kate,F,47,Harrell,261.45914,paid,"Lansing-East Lansing, MI",147,97
Old 97's,Jayden,M,13,Graves,231.28771,paid,"Marinette, WI-MI",231,25
The Dust Brothers (featuring Tyler Durden),Jacob,M,38,Klein,211.12118,paid,"Tampa-St. Petersburg-Clearwater, FL",255,73
Plastilina Mosh,Kate,F,48,Harrell,261.45914,paid,"Lansing-East Lansing, MI",147,97
Tree63,Jayden,M,14,Graves,183.84934,paid,"Marinette, WI-MI",231,25
The Yardbirds,Jacob,M,39,Klein,206.10567,paid,"Tampa-St. Petersburg-Clearwater, FL",255,73
Justice,Jayden,M,15,Graves,243.40853,paid,"Marinette, WI-MI",231,25
Matt Redman,Jayden,M,16,Graves,298.73587,paid,"Marinette, WI-MI",231,25
NEEDTOBREATHE,Jayden,M,1,Fox,209.8673,free,"New Orleans-Metairie, LA",282,101
Maximilian Hecker,Jacqueline,F,1,Lynch,295.60118,free,"Atlanta-Sandy Springs-Roswell, GA",28,29
KALIMBA,Jayden,M,2,Fox,279.87546,free,"New Orleans-Metairie, LA",282,101
The All-American Rejects,Jayden,M,17,Graves,262.24281,paid,"Marinette, WI-MI",231,25
John Prine,Jayden,M,3,Fox,185.96526,free,"New Orleans-Metairie, LA",282,101
Dead Prez,Jayden,M,18,Graves,300.17261,paid,"Marinette, WI-MI",231,25
Girl Talk,Jayden,M,4,Fox,170.73587,free,"New Orleans-Metairie, LA",282,101
Queens Of The Stone Age,Jayden,M,19,Graves,339.90485,paid,"Marinette, WI-MI",231,25
Miguel Calo,Jayden,M,5,Fox,171.17995,free,"New Orleans-Metairie, LA",282,101
Foals,Jayden,M,20,Graves,368.61342,paid,"Marinette, WI-MI",231,25
Alison Krauss,Jayden,M,21,Graves,267.57179,paid,"Marinette, WI-MI",231,25
Linkin Park,Jayden,M,23,Graves,289.90649,paid,"Marinette, WI-MI",231,25
Vampire Weekend,Jayden,M,0,Fox,137.82159,free,"New Orleans-Metairie, LA",296,101
Crystal,Jayden,M,1,Fox,251.97669,free,"New Orleans-Metairie, LA",296,101
Plain White T S,Theodore,M,0,Smith,266.94485,free,"Houston-The Woodlands-Sugar Land, TX",261,52
Eddie Cochran,Theodore,M,1,Smith,113.68444,free,"Houston-The Woodlands-Sugar Land, TX",261,52
Justin Bieber,Austin,M,1,Rosales,214.67383,free,"New York-Newark-Jersey City, NY-NJ-PA",209,12
Slipknot,Aiden,M,0,Ramirez,192.57424,paid,"New York-Newark-Jersey City, NY-NJ-PA",19,20
Cat Stevens,Aiden,M,1,Ramirez,170.57914,paid,"New York-Newark-Jersey City, NY-NJ-PA",19,20
Collective Soul,Aiden,M,2,Ramirez,273.47546,paid,"New York-Newark-Jersey City, NY-NJ-PA",19,20
Taylor Swift,Aiden,M,3,Ramirez,233.89995,paid,"New York-Newark-Jersey City, NY-NJ-PA",19,20
The Dixie Cups,Aiden,M,4,Ramirez,120.05832,paid,"New York-Newark-Jersey City, NY-NJ-PA",19,20
Carlos Santana & Mahavishnu John McLaughlin,Aiden,M,5,Ramirez,157.93587,paid,"New York-Newark-Jersey City, NY-NJ-PA",19,20
Pixies,Aiden,M,6,Ramirez,280.00608,paid,"New York-Newark-Jersey City, NY-NJ-PA",19,20
Antimatter,Aiden,M,7,Ramirez,245.52444,paid,"New York-Newark-Jersey City, NY-NJ-PA",19,20
Rihanna,Christian,F,1,Porter,293.82485,free,"Elkhart-Goshen, IN",10,11
Soda Stereo,Aiden,M,8,Ramirez,186.69669,paid,"New York-Newark-Jersey City, NY-NJ-PA",19,20
Metallica,Jahiem,M,1,Miles,387.02975,free,"San Antonio-New Braunfels, TX",265,43
Adam Lambert,Jahiem,M,2,Miles,227.39546,free,"San Antonio-New Braunfels, TX",265,43
Beirut,Jahiem,M,3,Miles,185.28608,free,"San Antonio-New Braunfels, TX",265,43
Russell Malone,Jahiem,M,4,Miles,396.40771,free,"San Antonio-New Braunfels, TX",265,43
Yung Joc feat Jazze Pha,Jacqueline,F,1,Lynch,233.19465,free,"Atlanta-Sandy Springs-Roswell, GA",353,29
Metallica,Jacqueline,F,5,Lynch,515.21261,paid,"Atlanta-Sandy Springs-Roswell, GA",353,29
Pavement,Marina,F,0,Sutton,99.16036,free,"Salinas, CA",188,48
Andre Hazes,Tegan,F,1,Levine,195.36934,free,"Portland-South Portland, ME",342,80
Joan Baez,Tegan,F,5,Levine,215.14404,paid,"Portland-South Portland, ME",342,80
Porcupine Tree,Tegan,F,6,Levine,217.39057,paid,"Portland-South Portland, ME",342,80
Coldplay,Tegan,F,8,Levine,228.77995,paid,"Portland-South Portland, ME",342,80
Usher,Tegan,F,9,Levine,224.10404,paid,"Portland-South Portland, ME",342,80
Fabolous,Tegan,F,10,Levine,222.9024,paid,"Portland-South Portland, ME",342,80
Sheena Easton,Tegan,F,11,Levine,239.62077,paid,"Portland-South Portland, ME",342,80
Restiform Bodies,Tegan,F,12,Levine,229.14567,paid,"Portland-South Portland, ME",342,80
The Killers,Tegan,F,14,Levine,284.60363,paid,"Portland-South Portland, ME",342,80
Kaiser Chiefs,Tegan,F,15,Levine,217.62567,paid,"Portland-South Portland, ME",342,80
Delerium,Tegan,F,17,Levine,275.01669,paid,"Portland-South Portland, ME",342,80
Christophe MaÃÂ©,Tegan,F,18,Levine,237.47873,paid,"Portland-South Portland, ME",342,80
F.I.R.,Tegan,F,19,Levine,283.6371,paid,"Portland-South Portland, ME",342,80
Pearl Jam,Tegan,F,20,Levine,268.7473,paid,"Portland-South Portland, ME",342,80
Fey,Stefany,F,0,White,266.86649,free,"Lubbock, TX",258,83
Delerium feat. Sarah McLachlan,Tegan,F,21,Levine,494.81098,paid,"Portland-South Portland, ME",342,80
Newton Faulkner,Stefany,F,1,White,177.3971,free,"Lubbock, TX",258,83
Justice,Tegan,F,22,Levine,265.16853,paid,"Portland-South Portland, ME",342,80
Muse,Tegan,F,23,Levine,209.34485,paid,"Portland-South Portland, ME",342,80
Bebo & Cigala,Tegan,F,24,Levine,175.90812,paid,"Portland-South Portland, ME",342,80
The Almost,Tegan,F,25,Levine,222.24934,paid,"Portland-South Portland, ME",342,80
BeyoncÃÂ©,Tegan,F,26,Levine,374.59546,paid,"Portland-South Portland, ME",342,80
Base Ball Bear,Tegan,F,27,Levine,255.60771,paid,"Portland-South Portland, ME",342,80
Badly Drawn Boy,Tegan,F,28,Levine,247.97995,paid,"Portland-South Portland, ME",342,80
Alicia Keys,Tegan,F,29,Levine,249.02485,paid,"Portland-South Portland, ME",342,80
The Black Keys,Tegan,F,30,Levine,208.01261,paid,"Portland-South Portland, ME",342,80
Juanes,Tegan,F,31,Levine,205.73995,paid,"Portland-South Portland, ME",342,80
John Mayer,Tegan,F,32,Levine,149.39383,paid,"Portland-South Portland, ME",342,80
The xx,Tegan,F,33,Levine,188.55138,paid,"Portland-South Portland, ME",342,80
The Killers,Tegan,F,34,Levine,220.89098,paid,"Portland-South Portland, ME",342,80
The Prodigy,Tegan,F,35,Levine,260.07465,paid,"Portland-South Portland, ME",342,80
Machine Head,Tegan,F,36,Levine,333.13914,paid,"Portland-South Portland, ME",342,80
Coldplay,Tegan,F,37,Levine,291.60444,paid,"Portland-South Portland, ME",342,80
Michael Jackson,Tegan,F,39,Levine,373.73342,paid,"Portland-South Portland, ME",342,80
Daddy Yankee,Tegan,F,40,Levine,235.15383,paid,"Portland-South Portland, ME",342,80
Flobots,Tegan,F,41,Levine,307.56526,paid,"Portland-South Portland, ME",342,80
Quantic,Tegan,F,42,Levine,275.01669,paid,"Portland-South Portland, ME",342,80
New Order,Tegan,F,43,Levine,261.72036,paid,"Portland-South Portland, ME",342,80
Cold,Tegan,F,44,Levine,197.27628,paid,"Portland-South Portland, ME",342,80
Counting Crows,Tegan,F,45,Levine,272.79628,paid,"Portland-South Portland, ME",342,80
DEATH,Tegan,F,46,Levine,376.81587,paid,"Portland-South Portland, ME",342,80
Vangelis,Hayden,F,1,Brock,352.78322,paid,"Detroit-Warren-Dearborn, MI",117,72
Armin van Buuren,Tegan,F,47,Levine,452.23138,paid,"Portland-South Portland, ME",342,80
Justin Bieber,Hayden,F,2,Brock,222.92853,paid,"Detroit-Warren-Dearborn, MI",117,72
Sleep,Hayden,F,3,Brock,426.84036,paid,"Detroit-Warren-Dearborn, MI",117,72
Lady GaGa / Colby O'Donis,Tegan,F,48,Levine,238.54975,paid,"Portland-South Portland, ME",342,80
Kings Of Leon,Tegan,F,49,Levine,201.79546,paid,"Portland-South Portland, ME",342,80
Leon Gieco,Hayden,F,4,Brock,285.02159,paid,"Detroit-Warren-Dearborn, MI",117,72
U2,Tegan,F,50,Levine,190.98077,paid,"Portland-South Portland, ME",342,80
George Jones and Gene Pitney,Hayden,F,5,Brock,166.3473,paid,"Detroit-Warren-Dearborn, MI",117,72
Kanye West,Tegan,F,51,Levine,203.4673,paid,"Portland-South Portland, ME",342,80
Barry White,Hayden,F,6,Brock,350.56281,paid,"Detroit-Warren-Dearborn, MI",117,72
John Prine,Tegan,F,52,Levine,136.09751,paid,"Portland-South Portland, ME",342,80
Bright Eyes,Tegan,F,53,Levine,375.95383,paid,"Portland-South Portland, ME",342,80
Justin Bieber,Hayden,F,7,Brock,191.55546,paid,"Detroit-Warren-Dearborn, MI",117,72
Darude,Hayden,F,8,Brock,226.08934,paid,"Detroit-Warren-Dearborn, MI",117,72
Evanescence,Hayden,F,9,Brock,262.79138,paid,"Detroit-Warren-Dearborn, MI",117,72
Harmonia,Hayden,F,10,Brock,655.77751,paid,"Detroit-Warren-Dearborn, MI",117,72
O.G.C.,Hayden,F,11,Brock,290.66404,paid,"Detroit-Warren-Dearborn, MI",117,72
Mc Chris,Hayden,F,12,Brock,179.51302,paid,"Detroit-Warren-Dearborn, MI",117,72
Marilyn Manson,Hayden,F,13,Brock,175.77751,paid,"Detroit-Warren-Dearborn, MI",117,72
Red Hot Chili Peppers,Hayden,F,14,Brock,334.65424,paid,"Detroit-Warren-Dearborn, MI",117,72
dEUS,Hayden,F,15,Brock,299.83302,paid,"Detroit-Warren-Dearborn, MI",117,72
Sean Paul,Hayden,F,16,Brock,183.45751,paid,"Detroit-Warren-Dearborn, MI",117,72
These United States,Hayden,F,17,Brock,207.38567,paid,"Detroit-Warren-Dearborn, MI",117,72
Tamia,Hayden,F,18,Brock,327.54893,paid,"Detroit-Warren-Dearborn, MI",117,72
Lil Scrappy,Hayden,F,19,Brock,238.78485,paid,"Detroit-Warren-Dearborn, MI",117,72
AlizÃÂ©e,Stefany,F,0,White,266.1873,free,"Lubbock, TX",375,83
Dragonforce,Hayden,F,20,Brock,441.02485,paid,"Detroit-Warren-Dearborn, MI",117,72
Mobb Deep,Stefany,F,1,White,185.80853,free,"Lubbock, TX",375,83
Slipknot,Anabelle,F,1,Simpson,254.11873,free,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",264,69
Bohren & Der Club Of Gore,Stefany,F,2,White,491.38893,free,"Lubbock, TX",375,83
Marc Almond,Hayden,F,21,Brock,228.44036,paid,"Detroit-Warren-Dearborn, MI",117,72
Delirious?,Anabelle,F,2,Simpson,250.95791,free,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",264,69
Red Hot Chili Peppers,Wyatt,M,0,Scott,265.50812,free,"Eureka-Arcata-Fortuna, CA",335,9
Bon Iver,Hayden,F,22,Brock,329.24689,paid,"Detroit-Warren-Dearborn, MI",117,72
California Swag District,Anabelle,F,3,Simpson,239.17669,free,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",264,69
Klaus Badelt,Stefany,F,3,White,136.07138,free,"Lubbock, TX",375,83
Yeah Yeah Yeahs,Hayden,F,23,Brock,187.19302,paid,"Detroit-Warren-Dearborn, MI",117,72
Basshunter,Stefany,F,5,White,190.30159,free,"Lubbock, TX",375,83
Cocteau Twins,Hayden,F,24,Brock,271.85587,paid,"Detroit-Warren-Dearborn, MI",117,72
Usher featuring will.i.am,Stefany,F,6,White,395.72853,free,"Lubbock, TX",375,83
Faith No More,Hayden,F,25,Brock,249.86077,paid,"Detroit-Warren-Dearborn, MI",117,72
The Champs,Stefany,F,7,White,132.0224,free,"Lubbock, TX",375,83
Disturbed,Hayden,F,26,Brock,200.61995,paid,"Detroit-Warren-Dearborn, MI",117,72
Don Omar,Hayden,F,27,Brock,204.9824,paid,"Detroit-Warren-Dearborn, MI",117,72
Alison Krauss / Union Station,Hayden,F,28,Brock,190.45832,paid,"Detroit-Warren-Dearborn, MI",117,72
Covenant,Hayden,F,29,Brock,300.19873,paid,"Detroit-Warren-Dearborn, MI",117,72
The White Stripes,Hayden,F,30,Brock,231.81016,paid,"Detroit-Warren-Dearborn, MI",117,72
Carter USM,Hayden,F,31,Brock,109.08689,paid,"Detroit-Warren-Dearborn, MI",117,72
Nacho Cano,Hayden,F,32,Brock,195.21261,paid,"Detroit-Warren-Dearborn, MI",117,72
The Rumble Strips,Hayden,F,33,Brock,163.52608,paid,"Detroit-Warren-Dearborn, MI",117,72
Jamie T,Hayden,F,34,Brock,259.65669,paid,"Detroit-Warren-Dearborn, MI",117,72
Jimmy Eat World,Hayden,F,35,Brock,242.93832,paid,"Detroit-Warren-Dearborn, MI",117,72
Jose Gonzalez,Hayden,F,36,Brock,237.53098,paid,"Detroit-Warren-Dearborn, MI",117,72
Train,Hayden,F,37,Brock,216.76363,paid,"Detroit-Warren-Dearborn, MI",117,72
California Swag District,Hayden,F,38,Brock,239.17669,paid,"Detroit-Warren-Dearborn, MI",117,72
Cake,Ryan,M,0,Smith,319.18975,free,"San Jose-Sunnyvale-Santa Clara, CA",356,26
Fabolous,Ryan,M,1,Smith,306.442,free,"San Jose-Sunnyvale-Santa Clara, CA",356,26
Crosby_ Stills & Nash,Ayla,F,0,Johnson,159.11138,free,"Santa Rosa, CA",330,63
Violent Femmes,Ayla,F,1,Johnson,284.3424,free,"Santa Rosa, CA",330,63
Calle 13,Ayla,F,2,Johnson,228.72771,free,"Santa Rosa, CA",330,63
Radars to the Sky,Jacqueline,F,3,Lynch,216.16281,paid,"Atlanta-Sandy Springs-Roswell, GA",372,29
The Lonely Island,Jacqueline,F,4,Lynch,174.15791,paid,"Atlanta-Sandy Springs-Roswell, GA",372,29
Skint & Demoralised,Jacqueline,F,7,Lynch,245.7073,paid,"Atlanta-Sandy Springs-Roswell, GA",372,29
Faith No More,Jacqueline,F,8,Lynch,158.9024,paid,"Atlanta-Sandy Springs-Roswell, GA",372,29
Eagles Of Death Metal,Jacqueline,F,9,Lynch,169.74322,paid,"Atlanta-Sandy Springs-Roswell, GA",372,29
Metallica,Sienna,F,0,Colon,415.16363,free,"Las Cruces, NM",317,81
Angels and Airwaves,Jacqueline,F,10,Lynch,302.05342,paid,"Atlanta-Sandy Springs-Roswell, GA",372,29
Woven Hand,Jacqueline,F,11,Lynch,210.83383,paid,"Atlanta-Sandy Springs-Roswell, GA",372,29
The Decemberists,Jacqueline,F,12,Lynch,242.59873,paid,"Atlanta-Sandy Springs-Roswell, GA",372,29
Looptroop,Jacqueline,F,13,Lynch,319.32036,paid,"Atlanta-Sandy Springs-Roswell, GA",372,29
Cheb Mami - K-Maro,Kevin,M,0,Arellano,191.73832,free,"Harrisburg-Carlisle, PA",370,66
Tab Benoit,Matthew,M,0,Jones,221.09995,free,"Janesville-Beloit, WI",178,36
Kim Carnes,Jacqueline,F,14,Lynch,223.242,paid,"Atlanta-Sandy Springs-Roswell, GA",372,29
Clutch,Matthew,M,1,Jones,358.53016,free,"Janesville-Beloit, WI",178,36
Justice,Jacqueline,F,15,Lynch,285.41342,paid,"Atlanta-Sandy Springs-Roswell, GA",372,29
Fall Out Boy,Matthew,M,6,Jones,181.36771,free,"Janesville-Beloit, WI",178,36
Vienna Teng,Jacqueline,F,16,Lynch,263.78404,paid,"Atlanta-Sandy Springs-Roswell, GA",372,29
Fat Joe,Matthew,M,7,Jones,317.09995,free,"Janesville-Beloit, WI",178,36
Muse,Jacqueline,F,17,Lynch,209.34485,paid,"Atlanta-Sandy Springs-Roswell, GA",372,29
The Smiths,Jacqueline,F,18,Lynch,196.67546,paid,"Atlanta-Sandy Springs-Roswell, GA",372,29
Beach House,Jayden,M,0,Fox,265.1424,free,"New Orleans-Metairie, LA",383,101
Galactic,Jayden,M,1,Fox,128.39138,free,"New Orleans-Metairie, LA",383,101
Static-X,Adelyn,F,0,Jordan,183.69261,free,"Chicago-Naperville-Elgin, IL-IN-WI",6,7
Pulp,Matthew,M,1,Jones,244.08771,free,"Janesville-Beloit, WI",388,36
K-OS,Ryan,M,0,Smith,211.33016,free,"San Jose-Sunnyvale-Santa Clara, CA",382,26
Oleta Adams,Molly,F,0,Taylor,281.93914,free,"St. Louis, MO-IL",290,35
Afromental,Tegan,F,1,Levine,196.20526,paid,"Portland-South Portland, ME",376,80
NOFX,Ryan,M,0,Smith,65.04444,free,"San Jose-Sunnyvale-Santa Clara, CA",394,26
Girl Talk,Tegan,F,2,Levine,173.24363,paid,"Portland-South Portland, ME",376,80
Scars On Broadway,Tegan,F,3,Levine,175.46404,paid,"Portland-South Portland, ME",376,80
Wilco,Tegan,F,4,Levine,363.96363,paid,"Portland-South Portland, ME",376,80
Hawk Nelson,Tegan,F,5,Levine,174.81098,paid,"Portland-South Portland, ME",376,80
DAVE MATTHEWS BAND,Tegan,F,6,Levine,341.26322,paid,"Portland-South Portland, ME",376,80
System of a Down,Tegan,F,7,Levine,169.89995,paid,"Portland-South Portland, ME",376,80
McFly,Tegan,F,8,Levine,267.62404,paid,"Portland-South Portland, ME",376,80
Death In Vegas,Tegan,F,9,Levine,270.23628,paid,"Portland-South Portland, ME",376,80
Silverchair,Bronson,M,0,Harris,257.72363,free,"Eugene, OR",358,33
Sean Kingston and Justin Bieber,Carlos,M,1,Carter,201.9522,free,"Miami-Fort Lauderdale-West Palm Beach, FL",292,27
AndrÃÂ©s Cepeda,Rylan,M,1,George,203.96363,free,"Birmingham-Hoover, AL",393,16
Irish Tenors,Rylan,M,2,George,187.48036,free,"Birmingham-Hoover, AL",393,16
Justin Bieber,Rylan,M,3,George,212.53179,free,"Birmingham-Hoover, AL",393,16
Jonny L,Harper,M,0,Barrett,401.52771,paid,"New York-Newark-Jersey City, NY-NJ-PA",275,42
Sydney Youngblood,Jacob,M,53,Klein,238.07955,paid,"Tampa-St. Petersburg-Clearwater, FL",954,73
Gang Starr,Layla,F,88,Griffin,151.92771,paid,"Lake Havasu City-Kingman, AZ",984,24
3OH!3,Layla,F,89,Griffin,192.522,paid,"Lake Havasu City-Kingman, AZ",984,24
RÃÂ¶yksopp,Jacob,M,54,Klein,369.81506,paid,"Tampa-St. Petersburg-Clearwater, FL",954,73
Kajagoogoo,Layla,F,90,Griffin,223.55546,paid,"Lake Havasu City-Kingman, AZ",984,24
The Jimmy Castor Bunch,Layla,F,91,Griffin,306.54649,paid,"Lake Havasu City-Kingman, AZ",984,24
Ministry,Jacob,M,55,Klein,186.69669,paid,"Tampa-St. Petersburg-Clearwater, FL",954,73
Bouncing Souls,Jacob,M,56,Klein,117.31546,paid,"Tampa-St. Petersburg-Clearwater, FL",954,73
Tegan And Sara,Layla,F,92,Griffin,129.67138,paid,"Lake Havasu City-Kingman, AZ",984,24
Silverchair,Layla,F,93,Griffin,242.96444,paid,"Lake Havasu City-Kingman, AZ",984,24
Enigma,Layla,F,94,Griffin,242.78159,paid,"Lake Havasu City-Kingman, AZ",984,24
Anis,Layla,F,95,Griffin,278.12526,paid,"Lake Havasu City-Kingman, AZ",984,24
Seal,Layla,F,96,Griffin,254.06649,paid,"Lake Havasu City-Kingman, AZ",984,24
UNKLE Feat. Josh Homme,Layla,F,97,Griffin,307.19955,paid,"Lake Havasu City-Kingman, AZ",984,24
Dwight Yoakam,Layla,F,98,Griffin,239.3073,paid,"Lake Havasu City-Kingman, AZ",984,24
Elastica,Layla,F,99,Griffin,141.92281,paid,"Lake Havasu City-Kingman, AZ",984,24
